item_id,gate,profile,genres
37,0.6366557478904724,"This book would be enjoyed by readers who are fans of Rita Hestand's writing style and enjoy romance novels, western historical romance, and family stories. Additionally, readers who enjoy novels about brotherly relationships and stories about second chances may appreciate this book.",Romance|Historical
38,0.6486259698867798,"Fans of supernatural and fantasy novels will enjoy The Curse Keepers by Denise Grover Swank. Additionally, those who enjoy a fast-paced plot with twists and turns will find this book engaging. This book is also recommended for readers who like stories with strong-willed female characters.",Fantasy_SciFi
39,0.6412191987037659,"Fans of humorous and fast-paced thrillers would enjoy Motor City Shakedown, especially those who enjoy a great mystery story with well-developed characters and unexpected plot twists.",Thriller_Crime
40,0.641664445400238,"Fans of paranormal romance and supernatural thrillers would enjoy this book. Pretty When She Dies is a fast-paced novel filled with vampires, zombies, passion, and betrayal that will keep readers hooked from start to finish. The book has received critical praise for its well-developed characters, engaging plot that blends classic vampire lore, horror, and romance in an epic fashion. It is an excellent choice for those looking for an adult vampire story that is both engaging and addicting.",Romance|Thriller_Crime|Fantasy_SciFi|Horror
41,0.6446627378463745,"Fans of action-packed young adult novels with supernatural themes, particularly those featuring vampires, would enjoy Aurora Sky: Vampire Hunter: Transfusion.",Fantasy_SciFi
42,0.6432954668998718,"Fans of romantic fiction with a supernatural twist, especially those interested in vampire stories, would enjoy Vampire Most Wanted. The book offers a mix of sexual tension, humor, darkness and romance that makes for an engaging read. The overarching history of the series offers an additional layer of intrigue to readers.",Romance|Fantasy_SciFi|Historical
43,0.6421455144882202,Fans of paranormal romance novels with a mix of humor and steamy scenes would enjoy One Lucky Vampire: An Argeneau Novel (Argeneau Vampire) by Lynsay Sands.,Romance|Fantasy_SciFi
44,0.6666905879974365,"Young adult readers who enjoy dystopian novels with strong worldbuilding and dual perspectives will enjoy Under the Never Sky. It will especially appeal to fans of The Hunger Games due to the protagonist's transformation. The book has received critical acclaim for its original plot, memorable characters, and creative worldbuilding. Its film rights have also been optioned by Warner Bros. Entertainment.",Fantasy_SciFi
45,0.6775768399238586,Fans of young adult dystopian novels with a focus on romance and action would enjoy Unravel Me (Shatter Me).,Romance|Fantasy_SciFi
46,0.6428635120391846,"Fans of paranormal romance novels that feature young adult protagonists will enjoy The Medium: An Emily Chambers Spirit Medium Novel. The story is rated for all ages but potentially has the most appeal for teenage readers. Teenagers will likely enjoy the coming-of-age elements of the story and the romance between the main characters. Meanwhile, adults looking for a light and easy read that features supernatural themes and a bit of mystery will find The Medium to be an enjoyable and entertaining work.",Romance|Thriller_Crime|Fantasy_SciFi
47,0.6508306264877319,This book is recommended for users who enjoy action-packed adventure stories with romance elements. Fans of comic books and young adult fiction may find particular interest in this book.,Romance
48,0.6301618814468384,"Fans of fantasy and mystery genre would enjoy 'Fool Moon: Book Two of The Dresden Files'. The readers who appreciate a blend of supernatural creatures and detective style investigation with a touch of humor will find this book exciting. Moreover, the story structure of the novel will keep the reader engaged till the end.",Thriller_Crime|Fantasy_SciFi
49,0.6625524163246155,"This book is perfect for young adults who enjoy reading psychological mysteries that involve suspense, romance, and some supernatural elements. It particularly appeals to readers who enjoy unreliable narrators, as the titular character's mental state is constantly in question. Readers who enjoyed the first book in the trilogy will find themselves drawn into the continued intrigue and high-stakes plotlines of The Evolution of Mara Dyer.",Romance|Thriller_Crime|Fantasy_SciFi
50,0.653130054473877,"School Spirits (Hex Hall Novel, A) is a young adult paranormal novel that will appeal to teenagers who enjoy a mix of humor, drama, romance, and supernatural elements. This book is especially recommended for fans of Buffy the Vampire Slayer series. Readers who enjoy stories featuring strong female protagonists and ghost stories will also appreciate the book.",Romance|Fantasy_SciFi|Horror
51,0.660904586315155,"Fans of young adult fantasy and steampunk genres would enjoy Clockwork Princess. The conclusion of the Infernal Devices trilogy wraps up all loose ends and provides a satisfying resolution. Readers who appreciate romance, action, and mystery will enjoy this book. It is recommended for those who enjoyed Gail Carriger's Finishing School and Melissa de la Cruz's Blue Blood series.",Romance|Thriller_Crime|Fantasy_SciFi
52,0.6690559983253479,"Teens who enjoy paranormal romance and dark, futuristic novels would enjoy The Coldest Girl in Coldtown. The book offers a refreshing take on vampire literature that would also attract Anne Rice fans. The quick-paced and thought-provoking writing of the author makes it a must-have for any teen collection.",Romance|Fantasy_SciFi
53,0.6578904390335083,Fans of urban fantasy with a strong female lead and non-stop action would enjoy Magic Slays by Ilona Andrews.,Fantasy_SciFi
54,0.6682941913604736,Fans of young adult fantasy with a touch of romance and elemental magic will enjoy The Burning Sky by Sherry Thomas.,Romance|Fantasy_SciFi
55,0.6626867651939392,"Fans of urban fantasy and paranormal romance will enjoy Iced: Fever Series Book 6. The book features a fascinating world of Fae, coupled with strong male characters and a heroine whose development is a highlight. The sharp and witty dialogue combined with non-stop action will keep readers engaged until the last page.",Romance|Fantasy_SciFi
56,0.6598570346832275,"Fans of young adult urban fantasy novels with elements of mystery, romance, and supernatural powers would enjoy reading Unspoken (The Lynburn Legacy Book 1).",Romance|Thriller_Crime|Fantasy_SciFi
57,0.6607057452201843,Fans of urban fantasy novels with strong heroines and an interest in fay folklore would enjoy The Shadow Reader (A Shadow Reader Novel).,Fantasy_SciFi
58,0.6595444083213806,"Fans of paranormal romance and Kresley Cole's Immortals After Dark series will enjoy MacRieve. Also, readers who appreciate multi-dimensional characters, complex relationships, and steamy romance will find this book engaging.",Romance
59,0.6666641235351562,Endlessly (Paranormalcy) is recommended for readers in grades 8-11 who have already read the first two books in the series and enjoyed them. It is a clean paranormal romance with low sexual content and a focus on rebellion against authority. The episodic nature of the story may not appeal to readers who prefer a clear and concise narrative.,Romance
60,0.6549856066703796,"Young adult readers who enjoy paranormal and fantasy themes would enjoy Croak."", ""reasoning"": ""Croak is a young adult novel that delves into the world of the paranormal and fantasy. As such, it would likely attract readers who enjoy similar topics. The book features a main character who is a teenage girl that discovers she has supernatural powers and is sent to a town where others like her live. This setting and premise are likely to appeal to younger audiences who enjoy stories with magical elements and coming-of-age themes.""}",Fantasy_SciFi
61,0.6532434225082397,"Fans of fantasy, adventure, and romantic novels filled with action, humor, and vivid descriptions would enjoy Scent of Magic (Healer). The book is part of a series that would also appeal to readers who enjoy following the characters' journey over multiple books.",Romance|Fantasy_SciFi
62,0.6704859137535095,"Grasping at Eternity is a must-read for anyone who loves captivating stories of romance, family, and the supernatural. The book is perfect for fans of star-crossed love stories, as well as lovers of page-turning epic tales.",Romance|Fantasy_SciFi
63,0.6571562886238098,"Teenage girls who enjoy a mix of humor, mystery, and high school drama would enjoy Deadly Cool by Gemma Halliday. With plenty of red herrings and a quick pace, this book will keep readers engaged until the explosive conclusion. Fans of the TV show Veronica Mars will also likely appreciate this novel.",Thriller_Crime
64,0.665678858757019,Readers who enjoy post-apocalyptic science fiction with strong themes of government corruption and conspiracy would appreciate Wool 2. This book is recommended for fans of Hugh Howey's previous works as well as fans of dystopian novels.,Fantasy_SciFi
65,0.655475914478302,"Fans of dark fantasy and fairy tales would enjoy reading Ever Shade: A Dark Faerie Tale by Alexia Purdy. The story is filled with mystery, suspense, and intrigue that will keep readers hooked until the end. It is recommended for readers who enjoy Keegan Chronicles by Julia Crane and similar stories.",Thriller_Crime|Fantasy_SciFi
66,0.6839675307273865,Fans of contemporary romance novels with a touch of realism and substance would enjoy Don't Make Me Beautiful by Elle Casey.,Romance
67,0.5325837731361389,"Horse lovers, fans of heartwarming true stories and those looking for inspiring tales of unlikely heroes overcoming all odds to succeed will enjoy The Eighty-Dollar Champion: Snowman, the Horse That Inspired a Nation by Elizabeth Letts. The book is a remarkable story of a man, Harry de Leyer, and an ordinary horse he bought for $80 who went on to become a national show jumping champion. The book is a testament to the profound bond that can develop between man and animal, and the transformative power that they can have on each other's lives.",Other
68,0.6650930643081665,Fans of action-packed epic fantasy with complex and morally gray characters will enjoy The Way of Shadows: The Night Angel Trilogy: Book 1.,Fantasy_SciFi
69,0.6438322067260742,"This book would be helpful for aspiring writers, self-publishers, and entrepreneurs who want to learn the ins and outs of book publishing. It explains everything from the creative process and writing of a book to the steps of publication, marketing, and distribution.",Business_Marketing
70,0.6549713015556335,"Readers who enjoy fantasy and are interested in the Arthurian legends would enjoy Merlin's Blade (The Merlin Spiral). However, those who do not enjoy slow-paced stories may not be intrigued by this book. The blending of history and religious mythologies adds an interesting perspective to the Arthurian legends and creates a unique prequel to the well-known stories.",Fantasy_SciFi|Historical
71,0.661259651184082,Merlin's Shadow (The Merlin Spiral) is recommended for teenage readers interested in a retelling of the Arthurian legend with Christian themes. It is suggested for readers who are willing to invest time to understand the story's complex plot and many characters. Fans of the first book within the series will enjoy this continuation. New readers should start with the first book before attempting this second installment.,Other
72,0.6585872173309326,The Christian Zombie Killers Handbook: Slaying the Living Dead Within is a book that would appeal to hardcore Christian believers who enjoy a unique take on spiritual warfare and are fans of the zombie apocalypse genre. It may also appeal to those who enjoy satirical or humorous religious commentary.,Other
73,0.6603733897209167,"Broken Wings is likely to appeal to readers who enjoy emotional and character-driven stories, particularly those dealing with themes of love, loss, and perseverance.",Other
74,0.6595413684844971,"Fans of post-apocalyptic and zombie stories, as well as those interested in women's and suspense fiction, would enjoy reading Until the End of the World.",Thriller_Crime|Fantasy_SciFi
75,0.6618419289588928,"Fans of steampunk fiction, particularly young adult audiences, will enjoy Lady of Devices. The novel provides an exciting adventure through a Victorian-era-inspired world filled with mechanical inventions and strong female characters.",Other
76,0.6732788681983948,"Fans of Christian romance and fictional stories filled with holiday cheer will enjoy 'Two Tickets to the Christmas Ball: A Novella.' The novella features themes of faith, forgiveness, love, and the magic of Christmas. The book's author, Donita K. Paul, earned praise for her earlier works and continues to bring great literary works to the readers. The novella is a heartwarming, fun, and magical story that is perfect for the Christmas season.",Romance|Fantasy_SciFi
77,0.6684620380401611,"Readers who are looking for a book that is equal parts humorous and thought-provoking will enjoy Stained Glass Hearts: Seeing Life from a Broken Perspective. Women, in particular, will find this book insightful and relatable.",Other
78,0.6636742949485779,"Readers who enjoy Christian fiction or are interested in spirituality and the concept of spiritual warfare would likely enjoy this book. The book's combination of biblical references and sci-fi elements create a unique and exciting storyline that is particularly engaging. Additionally, readers who are looking for an action-packed, high-energy novel will appreciate the book's intense pacing and thrilling plot.",Fantasy_SciFi
79,0.6933955550193787,Readers who are seeking a new perspective on their relationship with God and are open to unconventional ideas would enjoy 'With: Reimagining the Way You Relate to God'.,Romance
80,0.6825911402702332,Christian readers who desire to move from being a fair-weather fan to a completely committed follower of Jesus would greatly enjoy reading 'Not a Fan'. The author challenges readers to re-examine their relationship with Christ and become true disciples. Anyone seeking to deepen their spiritual connection and commitment to Christ would benefit from reading this book.,Romance
81,0.661601185798645,"Young children who enjoy hearing stories about angels and their interaction with people may enjoy Gabby, God's Little Angel. It is a heartwarming story about a little angel who is sent to help a family in need. The book is written by Sheila Walsh, a well-known Women of Faith speaker and author of other children's books.",Children
82,0.6604947447776794,"Readers looking for a spiritual retreat and seeking to deepen their faith in God may enjoy Smack Dab in the Middle of God's Love. The book is likely to appeal to a wide range of individuals, regardless of age or background, particularly those familiar with the author's work. ",Other
83,0.6634762287139893,"This book would likely appeal to fans of post-apocalyptic fiction, particularly those interested in stories about survival and relationships in a harsh new world."", ""reasoning"": ""The lack of description makes it difficult to determine specific themes or plot points, but the title and genre suggest a focus on the aftermath of a catastrophic event. The story may explore themes of resilience, community-building, or family dynamics in a harsh, dystopian world. Fans of similar novels or movies such as 'The Road' or 'The Walking Dead' may find this book particularly engaging.""}",Romance|Fantasy_SciFi
84,0.6648805737495422,This book would be enjoyed by readers who like psychological thrillers and mysteries that involve mind games and manipulation.,Thriller_Crime
85,0.6658152937889099,"Fans of young adult fantasy, magic, and adventure would enjoy this book. It particularly caters to readers who enjoy intricate world-building, well-defined characters, and a unique magic system. Moreover, the story will engage readers who enjoy complex relationships and moral ambiguity.",Romance|Fantasy_SciFi
86,0.6655181646347046,"Teenage readers who enjoy a fast-paced dystopian novel with a mixture of romance, action and intrigue would enjoy Prodigy: A Legend Novel.",Romance|Fantasy_SciFi
87,0.6281367540359497,"Readers of Christian romance fiction who would enjoy a lighthearted story full of faith, romance, and humor will appreciate Stealing the Preacher. This book may also appeal to those who enjoy historical western romance with interesting plot twists and well-rounded characters.",Romance|Historical
88,0.6575731635093689,"Readers who enjoy contemporary Christian romance novels would appreciate It Had to Be You (Christiansen Family). The novel features Christian themes and messages of love, hope, and faith. Individuals who are interested in self-discovery, overcoming fear, and developing strong relationships will find this book engaging. This novel can also be enjoyed by readers who are interested in plot points focused on family dynamics and character development.",Romance
89,0.6665850877761841,"Fans of young adult romance novels would enjoy 'The Statistical Probability of Love at First Sight'. Set on a transatlantic flight, the story explores the possibility of love at first sight and the importance of slowing down to recognize and appreciate life's opportunities. The protagonist, Hadley, is a relatable character with honest family relationships and fragmented emotions, making her easily identifiable for many readers. The book also features references to classic literature, such as Dickens' 'Our Mutual Friend'. Overall, the book is a heartwarming and engaging love story that appeals to young adult readers who enjoy a mix of romance, self-discovery, and themes of family and personal growth.",Romance
90,0.6582874059677124,"Young adult readers who enjoy dystopian worlds, star-crossed lovers romance, crime drama, and a sprinkle of forbidden romance will find Gabrielle Zevin's All These Things I've Done captivating. The novel offers a futuristic story that revolves around the struggles of Anya Balachine, the daughter of the city's late crime boss and her quest to clear her name from false accusations of poisoning her ex-boyfriend. The story presents an intriguing world of the year 2083, where chocolate, coffee, paper, and water are scarce, making it a relatable dystopian setting for young adult readers. Zevin's writing skillfully builds the characters' relationships, filled with interesting twists and turns that add to the plot's complexity. Her writing style pulls the readers in, leaving them eager to turn the next page, making the book a page-turner that holds their attention from start to finish.",Romance|Thriller_Crime|Fantasy_SciFi
91,0.681400716304779,"Fans of young adult fantasy novels with strong female protagonists and action-packed plots will enjoy reading Throne of Glass. This book is suitable for those who appreciate well-written descriptions of characters, settings, and fight scenes.",Fantasy_SciFi
92,0.667185366153717,Readers who enjoy fast-paced fantasy novels with compelling characters and unexpected plot twists would enjoy 'The Girl of Fire and Thorns'. It will appeal to a broad audience due to its mature writing style and thought-provoking storytelling.,Fantasy_SciFi
93,0.6656089425086975,"Readers who enjoy young adult fantasy novels with fast-paced plots, intricately developed characters, and suspenseful storylines will enjoy The Crown of Embers. Fans of authors such as Kristin Cashore and Tamora Pierce will also find this book appealing.",Thriller_Crime|Fantasy_SciFi
94,0.6621220111846924,"Pushing the Limits is a romantic teen novel that deals with past traumatic experiences of two high school seniors, Echo and Noah. The book is recommended for readers who enjoy contemporary teen romances that are told in alternating perspectives and have a satisfying conclusion. However, some readers may be concerned about the controlling behavior of the male protagonist.",Romance
95,0.6586931943893433,"Of Beast and Beauty is a young adult fantasy novel that would appeal to readers who enjoy romantic retellings. The book is narrated by multiple characters and follows the story of a blind princess and a monstrous boy who fall in love while trying to break an ancient curse put upon them. The novel explores themes of deformity, mistreatment, injustice, and sacrifice through a reimagined fairy tale. Although there are moments of slow-paced exposition, the plot twists and revelations keep the action going. This book is perfect for fans of romantic fantasy who enjoy stories with complex histories and legends.",Romance|Fantasy_SciFi
96,0.6630198359489441,"Young adult readers who enjoy historical romance novels with a touch of adventure would enjoy 'The Winner's Curse.' It features a captivating plot, richly crafted characters, and an engaging love story set in a fantasy world reminiscent of medieval times.",Romance|Fantasy_SciFi|Historical
97,0.6704245209693909,"Fans of dystopian novels and paranormal romance lovers will enjoy Black City. It portrays a dystopian world where Darklings, part-vampire and part-human, are forced to live in a ghetto separate from the human population. The novel features star-crossed lovers from opposite ends of the socioeconomic spectrum, Ash and Natalie, who break laws to be together. The book also has strong world-building, a balanced combination of action, romance, and fantasy, but suffers from one-dimensional secondary characters and banal expressions.",Romance|Fantasy_SciFi
98,0.6525353193283081,"Readers who enjoy light-hearted, modern fairy tales with a touch of faith-based perspective would enjoy Once Upon a Prince (Royal Wedding Series). The book would particularly appeal to those who appreciate the excitement and complications of royal romance, combined with relatable and endearing characters. The book's charming hero and heroine and interesting secondary characters would attract a broad readership.",Romance
99,0.6691112518310547,"Fans of high fantasy, adventure, and suspense will enjoy The Hero's Lot. The novel is filled with religious and political tension, action-packed journeys, and new secrets. The novel is a continuation of the Staff and the Sword series and is appropriate for its audiences.",Thriller_Crime|Fantasy_SciFi
100,0.6542714834213257,Fans of romantic fiction would enjoy Edenbrooke. This book would appeal to those who are seeking a heartwarming love story with a touch of intrigue. It is also recommended for readers who are looking for a relaxing and easy read with charming characters and captivating setting.,Romance
101,0.6543430089950562,"Fans of young adult romance novels with paranormal elements would enjoy Spark (Elemental)."", ""reasoning"": ""Since there is no description of the book, the title suggests that it has a paranormal theme. The word 'Spark' additionally implies romance and young adult literature often includes a romance subplot. Therefore, it is reasonable to assume that the book is a young adult romance novel with an element of the paranormal.""}",Romance
102,0.6412997841835022,Readers who enjoy light-hearted historical romance novels with well-developed characters and witty dialog would enjoy It Happened at the Fair.,Romance|Historical
103,0.6753667593002319,"Readers who enjoy dystopian, action-packed stories with a touch of romance will enjoy The Darkest Minds. However, sensitive readers should be aware of its dark themes and violent content.",Romance|Fantasy_SciFi
104,0.6686583757400513,"Readers who enjoy dystopian fantasies with teenage protagonists fighting against a cruel dictator would enjoy Defiance. The story features alternating voices of two teen protagonists with differing personalities, skills and vulnerabilities. Those who appreciate a mix of romance, adventure, conflict, and suspense combined with well-developed world-building and creative plot twists would find this book engaging.",Romance|Thriller_Crime|Fantasy_SciFi
105,0.6773146986961365,Fantasy fans who enjoy epic battles between rival kingdoms with a touch of romance and magic will enjoy Falling Kingdoms.,Romance|Fantasy_SciFi
106,0.6463015675544739,"Readers who enjoy romance novels would appreciate HOPELESS. The book is a New York Times bestselling novel that explores the themes of love and loss through the life of the protagonist, Sky. This book has quite a bit of mature content, so it is recommended for mature readers.",Romance
107,0.638003408908844,"Young adult readers who enjoyed The Hunger Games and The Handmaid's Tale may enjoy Born: The Born Trilogy (Volume 1). The book features a realistic and compelling set of characters set in a world full of danger, fear, love, and new beginnings.",Other
108,0.667716383934021,Fans of paranormal romance novels with a hint of suspense and humor will enjoy Lash: Broken Angel Book 1.,Romance|Thriller_Crime
109,0.6713592410087585,"Fans of steamy contemporary romance will enjoy Real, the debut novel in the REAL series. The story revolves around a professional fighter and a music therapist who fall in love. The book is full of passion, emotion, and intense physical attraction between the characters.  Being a debut novel, the plot is tightly woven with well-developed characters and a satisfying ending. If you are a fan of the Beautiful Bastard series, you will definitely enjoy Real.",Romance
