item_id,gate,text_weight,image_weight,modality,profile,reasoning
1586,0.5127991437911987,0.5127991437911987,0.48720085620880127,text-dominant,"Art enthusiasts, fans of historical fiction and those who enjoy a good murder mystery with a touch of fantasy, romance and comedy would enjoy the book Sacre Bleu: A Comedy d'Art. The book provides an appreciation of the history of the French Impressionists and the inspiration behind their art. Furthermore, the book explores the secret and magic behind the mysterious shade of 'sacred blue' and how it haunted artists throughout history.","The book offers a unique combination of genres that cater to a variety of readers. Those interested in the art world and French Impressionists would appreciate the historical aspects of the novel, while the murder mystery, fantasy, romance and comedy genres add a unique balance to the story. The exploration of 'sacred blue' and its influence on art provides readers with a newfound appreciation of what inspired many great artists of the past."
6846,0.5131991505622864,0.5131991505622864,0.4868008494377136,text-dominant,"Users who are struggling to build and promote their personal brand or business on social media would enjoy reading 'Platform: Get Noticed in a Noisy World' by Michael Hyatt. This book offers practical guidance, enlightening insights, and effective strategies to help readers gain more followers, establish their authority, and expand their influence across different social media platforms. Moreover, the author's extensive experience and credible reputation in this field make the book more trustworthy and valuable for readers who seek to excel in social media marketing.","The book's title and description suggest that it caters to readers who want to establish a strong online presence and attract more followers on social media. The author's endorsement by other successful authors, entrepreneurs, and business leaders further reinforces the book's relevance and potential impact for users who want to improve their social media visibility and impact. Additionally, the author's expertise, credibility, and proven track record in social media marketing provide readers with more confidence in the book's advice and insights."
3353,0.5257560610771179,0.5257560610771179,0.4742439389228821,text-dominant,"Heart on a Chain by Cindy C Bennett is a book that is suitable for young adults who enjoy reading contemporary romance stories. It is a moving novel that deals with the themes of bullying, physical abuse, and emotional turmoil. ","The author's focus on writing for young adults makes this book an appropriate recommendation for readers in that age group. The subject matter of the book is very relevant to the experiences many young adults face, which is why it will resonate well with them. It is also a well-written novel that deals with sensitive topics in a tactful way. Furthermore, the author's personal experiences as a volunteer with teen girls allow her to write convincingly about the struggles that young people go through, resulting in a relatable and impactful novel."
3492,0.5279991626739502,0.5279991626739502,0.4720008373260498,text-dominant,"Fans of romantic suspense novels will enjoy Chasing Justice, the first book in The Piper Anderson Series, which follows a small-town police chief and a young widow as they team up to solve a crime. The book contains elements of mystery, action, and romance that are sure to captivate readers interested in the genre.","The title and series name suggest that this is the first book in a series which may attract those who enjoy reading a series. Although the description is not available, the few details provided suggest the book is a romantic suspense novel that centers on two main characters involved in solving a crime, blending action, mystery, and romance. This genre has a dedicated audience that seeks this type of storyline."
5735,0.5355937480926514,0.5355937480926514,0.46440625190734863,text-dominant,"Fans of dark fantasy series who enjoy well-rounded characters, complex mythology and action-packed stories would love Silver Borne (Mercy Thompson, Book 5). However, for those not familiar with the series or the immersive world-building, they can choose to start from the beginning before diving into this rich read. ","The book offers a seamless integration of three subplots with intense experiences for Mercy and her loved ones, resulting in a storyline packed with action, emotion, and complexity. The author's creation of an immersive world and well-rounded characters offers a rich read for fans of the series who enjoy dark fantasy. However, new readers who are not knowledgeable with the series may find it challenging to follow the complex threads of the plot and the extensive world-building. Therefore, it is recommended for new readers to start at the beginning first."
1725,0.5398662686347961,0.5398662686347961,0.46013373136520386,text-dominant,"Fans of heart-warming, domestic fiction and characters who are relatable, warm and engaging would enjoy Quindlen's Still Life with Bread Crumbs. The book would appeal to middle-aged readers who can identify with the challenges of a changing life, those interested in photography, art, or creative expression, and those looking for a story that articulates the possibility of new hope when one is forced to change her life’s direction. This novel is an excellent choice for readers wanting to contemplate life’s questions and the second chances that it offers.","Rebecca’s search for meaning and purpose in her second chapter of life means many readers will identify with her journey. Through a carefully drawn connection with Jim, Quindlen creates a sense of companionship that might appeal to those seeking similar experiences. Quindlen provides just enough detail to draw readers into Rebecca’s changing life and to identify with the characters. Her portrayal of the challenges that everyday life presents, against the backdrop of photography and a changing environment, produces an inspirational and heart-warming story that would appeal to a wide range of readers. The book's themes of self-discovery, resilience, and personal growth, make it a charming novel that would resonate with those open to stories that present hopeful outcomes."
6055,0.5473458170890808,0.5473458170890808,0.4526541829109192,text-dominant,"Readers who enjoy quirky and fun novels with a paranormal twist would enjoy this book. In particular, fans of Rose Pressey's writing and those who like mysteries with a bit of humor would find Crime Wave entertaining.","The author's description of her writing style indicates that the book will have a unique and playful element due to the paranormal twist that is incorporated. Additionally, lovers of mystery novels may enjoy the added intrigue that follows along with solving the crime. Fans of Rose Pressey will also appreciate her signature style of storytelling and the way she expertly incorporates the paranormal into her works."
2027,0.5479730367660522,0.5479730367660522,0.45202696323394775,text-dominant,"Shades of Gray is a fast-paced thriller that has enjoyed commercial success. Fans of suspense and drama novels, particularly those who enjoy stories with emotional depth and relatable characters, will appreciate this book.","The book has received widespread acclaim and has hit #1 bestseller lists in both the thriller/mystery and men's adventure genres. The protagonist, a father, is motivated by his love for his daughter, making the story relatable and emotionally engaging. The book is praised by reviewers as a gripping read that is well worth the price, which indicates its value as a commercial thriller. Overall, this book is well-suited for anyone who enjoys page-turners with high stakes, relatable characters, and emotional depth."
5462,0.5516560673713684,0.5516560673713684,0.4483439326286316,text-dominant,"Readers who enjoy legal dramas and stories centered around court trials would enjoy this book. Additionally, those interested in family dynamics and relationships may also find this book engaging.","The title and description suggest the book is centered around a mother's trial, indicating a legal drama. Readers who enjoy these types of books may be interested in the book. The description also highlights the author's history of teaching English, which may suggest a well-written book. Additionally, the author's experience as a Court-Appointed Special Advocate for foster children may suggest themes related to family and relationships."
5851,0.5551246404647827,0.5551246404647827,0.4448753595352173,text-dominant,"Fans of horror and thriller genres would enjoy reading The Exorcist. However, due to its graphic and disturbing content, this book is recommended only for adult readers who have a strong stomach for horror. The gripping plot, believable characters, and the author's masterful storytelling make the book an unforgettable reading experience that will leave readers in shock and fear.","The Exorcist is a classic horror novel that is known for its chilling story of demonic possession. The book is a favorite among horror fans due to its highly suspenseful plot, graphic and disturbing scenes, and characters that are both well-developed and deeply terrifying. However, due to its explicit content and depiction of extreme violence, the book may not be suitable for all readers. The author's use of profanity and raw language adds to the realistic and unsettling tone of the book. Overall, The Exorcist is a riveting horror novel that will leave readers on the edge of their seat, but it is recommended for mature audiences only."
5406,0.5616838335990906,0.5616838335990906,0.4383161664009094,text-dominant,"The Boy from Reactor 4 would appeal to those who enjoy fast-paced thrillers with a mystery to solve. Fans of books with an international setting would also find it interesting. Additionally, those who appreciate stories with family history and secrets would be intrigued by this book. However, this book may not be suitable for readers sensitive to graphic violence and mature themes.","The book's thrilling nature and the mystery behind Nadia's father's death would engage readers who enjoy fast-paced thrillers. Additionally, the book's setting spans across continents from New York to Ukraine and involves characters of different cultural backgrounds, making it appealing to those who appreciate stories with an international setting. Nadia's quest to uncover her family history and secrets surrounding her father's death would also attract readers who enjoy books with family drama. However, sensitive readers may find the book's graphic violence and mature themes disturbing."
5152,0.5632266998291016,0.5632266998291016,0.43677330017089844,text-dominant,This book is suitable for young children who are learning to count and recognize numbers. The simple and interactive design of the book will keep them engaged and entertained.,"The title 'My First Highlight Book of Numbers' suggests that this book is geared towards children who are just beginning to learn about numbers. The inclusion of the phrase 'AWARD-WINNING TITLE!' implies that it has received recognition for its audience appeal or educational value. Overall, the lack of a book description and the title of the book suggest that it is a simple and engaging book that would be suitable for young children who are learning to recognize and count numbers."
266,0.5639852285385132,0.5639852285385132,0.4360147714614868,text-dominant,"Fans of romance novels and young adult fiction would enjoy \""Promise Me Darkness (Volume 1)\"". The book's exploration of love amidst chaos and danger is exciting and engaging for its target audience. ","\""Promise Me Darkness\"" is a novel that focuses on the characters' romantic relationships amidst the backdrop of a post-apocalyptic setting. This theme is common among young adult novels and romance novels. The book explores the characters' attempts to navigate the dangers of their post-apocalyptic world while also exploring their relationships with one another. This type of romantic tension is a common theme found in many of the genres' most popular books. The narrative is fast-paced and suspenseful, with plenty of action and adventure to keep readers engaged. Fans of these genres will find this book to be an exciting and enjoyable read."
253,0.5682989954948425,0.5682989954948425,0.43170100450515747,text-dominant,"Fans of romantic suspense stories would enjoy 'A Tragic Wreck (Beautiful Mess) (Volume 2)'. The book is an emotional roller coaster ride that immerses readers in the intense relationship between the two main characters who struggle with various emotions. The book has received high praise for the writing, storytelling, and character development, making it an excellent pick for anyone who enjoys a well-written and engaging love story with suspenseful elements.","The book has been described as a highly emotional and engaging story that has received high praise for the writing, storytelling and character development. Additionally, the book has been labeled as a well-written romantic suspense story that deals with various emotions such as love, anger, passion, and sadness. This makes the book an excellent choice for readers who enjoy investing in the characters' emotions and experiencing an emotional roller coaster ride. Furthermore, the book has received glowing reviews from several different sources, highlighting its appeal to a broad audience. Overall, this book is a great pick for anyone who enjoys romantic suspense stories with strong emotional components."
2123,0.5716919302940369,0.5716919302940369,0.42830806970596313,text-dominant,"Young adults and fans of contemporary romance novels who enjoy a relatable protagonist navigating themes of family, friendship, love, and fandom will enjoy Fangirl."", ""reasoning"": ""The book follows the story of Cather Avery, a freshman in college, dealing with her struggles of finding her own identity while navigating college life and her passion for writing fan-fiction. The book deals with themes of family, love, friendship, and fandom, which will resonate with young adults, especially those who are fans of contemporary romance novels. The protagonist, Cather, is relatable, and her journey through college life and self-discovery will appeal to readers who enjoy character-driven stories.""}","The book follows the story of Cather Avery, a freshman in college, dealing with her struggles of finding her own identity while navigating college life and her passion for writing fan-fiction. The book deals with themes of family, love, friendship, and fandom, which will resonate with young adults, especially those who are fans of contemporary romance novels. The protagonist, Cather, is relatable, and her journey through college life and self-discovery will appeal to readers who enjoy character-driven stories."
1653,0.5730925798416138,0.5730925798416138,0.42690742015838623,text-dominant,"This book, 'Peter the Great: His Life and World' is recommended for history enthusiasts and readers interested in biographies. It provides an engrossing narrative of Peter the Great's life, with the author's writing style that is both clear and sensitive. The book received praise for its storytelling and historical accuracy, making it an excellent choice for those who enjoy learning about significant historical figures.","The quotes from The New York Times Book Review, Newsweek, The Plain Dealer, and The New Yorker affirm that the book is engrossing, well-written, clear, sensitive, and exceptional. The book's subject matter, dealing with the life and times of Peter the Great, a significant historical figure, would appeal to those readers interested in biographical and historical works."
3909,0.5767074823379517,0.5767074823379517,0.42329251766204834,text-dominant,"Readers who enjoy Christian historical romance novels set in the prairie with a focus on family, faith, forgiveness, and personal growth will enjoy Courting Miss Amsel by Kim Vogel Sawyer.","The book's setting, themes, and characters are all indicative of reader preferences for books of this genre. The focus on Christian values, particularly the protagonist's reliance on scripture and the support of her landlady, reflect a specific point of view shared by many readers of Christian romance novels. The book's exploration of suffrage and current events around the world could also attract readers who enjoy historical fiction with a feminist slant. Additionally, the family dynamics and Edythe Amsel's personal growth throughout the story may appeal to readers who enjoy stories that move beyond romance to encompass a deeper exploration of character and relationships."
2773,0.5800186395645142,0.5800186395645142,0.41998136043548584,text-dominant,"Food lovers and aspiring chefs who are interested in memoirs would enjoy reading Blood, Bones & Butter: The Inadvertent Education of a Reluctant Chef. Gabrielle Hamilton's story of her journey to becoming a chef is poignant, inspiring and thrilling. It's an account of the struggles that she faced while coming to terms with her passion for cooking. Her story highlights the connection between food and kindness as experienced by someone who had to rely on strangers for food. The memoir is well-crafted and not restricted to just her growth as a chef. It also delves into her personal journey, including the dissolution of her family and her own struggles with identity. Anthony Bourdain, renowned chef and author, describes it as the best chef memoir he has ever read, which makes it a must-read for anyone interested in the culinary world.","The book's author Gabrielle Hamilton tells a story that food lovers and aspiring chefs would relate to and enjoy. She candidly shares the challenges and struggles of working in the industry, and how she fell in love with cooking along the way. The memoir is not limited to just the culinary world, but offers insights into her personal life, making it a relatable read. Additionally, the endorsement of culinary great, Anthony Bourdain, further solidifies the book's appeal to food enthusiasts and chefs alike."
3815,0.5853028893470764,0.5853028893470764,0.4146971106529236,text-dominant,"Readers who enjoy fast-paced action and suspenseful thrillers will enjoy London Bridges. This book is especially great for fans of James Patterson's Alex Cross series. The combination of multiple deadly foes and a ticking clock creates a sense of urgency that will keep readers on the edge of their seat. Additionally, the superb narration by Fernandez and O'Hare help bring the characters to life and draw listeners in. However, this book is not recommended for those who cannot handle gruesome details and violence.","The description of London Bridges provides insight into the style, tone, and plot of the book. It is apparent that the book is fast-paced and filled with action, making it appealing to readers who enjoy suspenseful thrillers. Furthermore, the focus on multiple deadly foes and a ticking clock creates a sense of urgency and excitement that keeps readers engaged. The narration by Fernandez and O'Hare is noted as being excellent which helps add to the experience of reading the book. However, it should be noted that this book may not be suitable for all readers due to its graphic descriptions of violence."
5527,0.5857487916946411,0.5857487916946411,0.4142512083053589,text-dominant,"Readers who enjoy contemporary young adult romance novels with themes of long-distance relationships and life after loss will enjoy 'The Geography of You and Me.' The book immerses readers in the different cities and countries that the protagonists visit, while exploring the challenges of trying to reconnect with someone who lives far away.","The book's theme of long-distance relationships is quite relatable to young adults, who often have to contend with friends and family members who live far away from them. The book's portrayal of different cities and countries is vivid and engaging, making it a good fit for readers who enjoy experiencing different cultures through books. The challenges of reconnecting with someone who lives far away is also a theme that many young adults may relate to, making the book's storyline appealing to a wide variety of readers."
3387,0.5863196849822998,0.5863196849822998,0.4136803150177002,text-dominant,Fifty Shades of Grey is a book for readers who enjoy erotic romance novels that explore the world of BDSM. The story follows a complex and controversial relationship between two characters and includes themes of trust and control. This book may appeal to readers who enjoyed works like Twilight and other works of romantic fiction targeted towards young adults.,"Fifty Shades of Grey is categorized as an erotic romance novel, with a significant amount of focus on BDSM relationships. Readers who are fans of the genre may enjoy this book due to its explicit content. The book's popularity among YA readers may be attributed to its use of themes like trust and control, which are also explored in similar works that feature romantic relationships between characters with significant power imbalances. Additionally, the book's themes of personal growth and the power of love could resonate with readers who enjoy character-driven stories."
1688,0.5871560573577881,0.5871560573577881,0.4128439426422119,text-dominant,"Fans of romance and family relationships would enjoy The Last Song. It tells the story of a seventeen-year-old girl who spends the summer with her estranged father at Wrightsville Beach, North Carolina. As the summer progresses, she falls in love and heals her broken relationship with her father. It explores themes of forgiveness, first love, and the complicated relationships between parents and children.","Nicholas Sparks is known for his romance novels, and The Last Song is no exception. The book presents a heart-warming story about how a summer vacation to reconnect with family can result in healing and newfound love. The book's themes delve into the complexities of family relationships, making it the perfect choice for those interested in the subject. The protagonist's character development throughout the book is relatable and engaging, appealing to readers of all ages. Sparks' writing style pulls at heartstrings, and this book is no exception- leaving the reader feeling hopeful and inspired."
4134,0.587417483329773,0.587417483329773,0.41258251667022705,text-dominant,"Dead Beautiful is a paranormal romance novel geared towards young adult readers who enjoy suspenseful, romantic stories with a supernatural twist. The novel explores the concept of life and death and how they intersect. It has similarities to Twilight, but it distinguishes itself with its philosophical ideas, intriguing plot twists, and vivid characters","The novel's romantic storyline and supernatural characters make it a good fit for teenage readers who are interested in the paranormal genre. As the story unravels, the philosophical ideas of life and death will keep readers engaged, providing depth to the novel. The story's suspenseful nature and intriguing plot twists keep the story fresh and engaging and will leave readers yearning for more by the end of the book."
3429,0.5875498056411743,0.5875498056411743,0.4124501943588257,text-dominant,"Fans of young adult fiction with elements of science fiction and romance would enjoy Altered. The book follows the story of Anna and four genetically-altered boys who are being held captive.  The focus is more on their relationships and the conflicts that arise when they attempt to escape, rather than the science behind their alterations. The book features exciting action scenes, romantic entanglements, and mysterious puzzles.","The book Altered is classified as sci-fi, but the science behind the boys' alteration is not the main focus of the book. Instead, the book focuses more on the relationships between Anna and the boys, as well as the chain of events that leads up to their escape. The characters are well-developed, and the romantic aspects of the book will appeal to fans of the genre. Additionally, the book has a good balance of action and suspense, making it an enjoyable read for fans of the young adult fiction genre. Overall, Altered is a book that will appeal to anyone looking for a thrilling and romantic science fiction story."
4925,0.5925323367118835,0.5925323367118835,0.40746766328811646,text-dominant,"Fans of heartwarming and humorous fiction would enjoy 'Me Again'. The book follows the story of Jonathan who wakes up from a coma with no memory of the last six years of his life. As he navigates his life and relationships, the story deals with themes of courage, hope, and family. The author’s affable tone and ample humor keeps the story engaging and prevents it from falling into melodrama. With all the witty, yet sometimes touching dialogue, Me Again is an excellent choice for readers looking for a book that will make them laugh and think about their own life choices.","The presence of the themes of hope, courage, family, and relationships along with the array of reviews praising the humor and witty writing style make Me Again a book that would appeal to those looking for an uplifting story with some added humor."
5821,0.5971316695213318,0.5971316695213318,0.4028683304786682,text-dominant,"Fans of dark and intense romantic suspense novels with a fast pace and thrilling plot will enjoy The Bones of Others (A Skye Cree Novel) (Volume 1). Additionally, those who appreciate well-written and engaging storytelling will also be drawn to this novel.","The book's description highlights its dark and edgy tone, as well as its fast pace and thrilling plot. These elements are likely to appeal to readers who enjoy romantic suspense novels. Furthermore, the positive reviews from other authors suggest that the writing is engaging and well-crafted, which may attract readers who enjoy immersive storytelling. Overall, readers who enjoy dark and intense novels with a strong plot and compelling characters are likely to enjoy The Bones of Others."
4564,0.5991436243057251,0.5991436243057251,0.4008563756942749,text-dominant,"Fans of horror and mystery genres would be intrigued by the novel Floating Staircase by Ronald Malfi. The book successfully weaves together two parallel plots that keep readers guessing until the final chapter. Malfi's use of language and power of description provide a chilling reading experience. Furthermore, the book explores themes of obsession and family relationships, contributing to its multilayered nature","The book has received positive reviews from multiple sources praising its blend of horror and mystery elements. By successfully weaving together two parallel plots, the suspense builds throughout the book making it an intriguing read for fans of both genres. Malfi's use of language and power of description heightens the chilling atmosphere. Furthermore, the exploration of themes such as obsession and family relationships adds depth to the novel and contributes to its multilayered nature."
6035,0.6021375060081482,0.6021375060081482,0.3978624939918518,text-dominant,"Fans of action-packed and fast-paced YA fantasy books will enjoy The Shadow Prince: The Prequel to Mortal Enchantment (Volume 1). The story is filled with intense and exciting moments, plenty of conflicts and crises, and a well-paced plot that keeps the reader engaged until the end. It is recommended for those who enjoy series and are looking for an adrenaline-filled ride.","The description of the book emphasizes the fast-paced action and the myriad of conflicts in the story, which are typically popular elements in YA fantasy books. The reviewer also notes that the book is a perfect prequel to a series, suggesting that fans who like to read a series in order will enjoy this book. Overall, the book is recommended for readers who are looking for an exciting and action-packed read and are keen to read a new series."
1322,0.6030332446098328,0.6030332446098328,0.39696675539016724,text-dominant,"Fans of action-packed thriller novels will enjoy Tsar: A Thriller. This book is perfect for readers who love intense and fast-paced stories that feature heroic protagonists fighting evil villains. With eccentric weaponry, heart-stopping action scenes, and twists and turns which keep readers on edge, Tsar offers an excellent adventure. Additionally, those interested in Eastern European history and politics can find this novel captivating.","The book provides an entertaining and thrilling experience for readers who love action-packed stories. The story’s plot is full of unpredictability and surprises, with numerous action scenes that motivate readers to keep turning pages. The heroic protagonist, Alex Hawke, is well-developed and dynamic, offering readers an exciting character to follow throughout the novel. The book’s political and historical elements inject an element of realism into the plot, making the story even more engaging and captivating. Overall, Tsar: A Thriller is an excellent read for those who love thrillers, action novels, and Eastern European history."
